video_id,comment_number,sarcastic,comment
a1rpr0Afhfg,33,False,What she is doing is nasty. But I hope she finds the help because addictions aren’t fun.
a1rpr0Afhfg,34,False,I thought I was the only one liking laundry detergent & it smell good as well and the burning sensation om my tongue feels good . im pregnant and its addicting .
a1rpr0Afhfg,35,False,How is she living at this point is she immortal or smth
a1rpr0Afhfg,36,False,"Hey, she will die. She probably eat every single time. She was literally only 12 years old. She was little I think."
a1rpr0Afhfg,37,False,I bet her mouth is fresh and clean
a1rpr0Afhfg,38,False,Pov: 4 year old when I'm in the laundry room by myself
a1rpr0Afhfg,39,False,Sniffing not enough? Lol girl you crazy
a1rpr0Afhfg,40,False,"""Im talking to mommy🙄😤 its just dabbb"""
a1rpr0Afhfg,41,False,i could tell by how black u are and how ur teeth is white
a1rpr0Afhfg,42,False,Why do you want that😮😮😮😮😮😮😮😮
a1rpr0Afhfg,43,False,I feel so bad for her sister💔
a1rpr0Afhfg,44,False,God that was one of the biggest threats of I spoke potty was soap in the mouth!!! Yikes
a1rpr0Afhfg,45,False,Omg that shit can kill you I swear down 😢 noooo don’t even
a1rpr0Afhfg,46,False,Really 100 bars of soap
a1rpr0Afhfg,47,False,Am I right?
a1rpr0Afhfg,48,False,Is that even real? It’s got to be a potter of some kind. It’s not actually laundry detergent.
a1rpr0Afhfg,49,False,"Imagine coming home and you ask your daughter what she wanna eat and she says ""soap please"""
a1rpr0Afhfg,50,False,Somebody come get her she is eating laundry detergent
a1rpr0Afhfg,51,False,How does this lady find soap good?
a1rpr0Afhfg,52,False,I don’t blame her that laundry detergent smell so good. I’m gonna take a bit one of these days. 😂
a1rpr0Afhfg,53,False,I’m sorry *w h a t*
a1rpr0Afhfg,54,False,I wouldn’t eat this stuff bc you can d!3 but do what you do ig…😭
a1rpr0Afhfg,55,False,My friend used to eat baby powder/cornstarch and we found out she had iron deficiency I’m so glad her caught her doing it that day
a1rpr0Afhfg,56,False,Her body Ph be like 0
a1rpr0Afhfg,57,False,Did he stop
a1rpr0Afhfg,58,False,Excuse me you're eating so bro stop eating soap is going to I don't know what's going to happen come on girl stop eating soap soap is the baddest thing for people
a1rpr0Afhfg,59,False,2:36 “You’ve gotta be sick” she didn’t wanna hear about that lmaooo 😂
a1rpr0Afhfg,60,False,How do you make that?
a1rpr0Afhfg,61,False,She might die oh no 😢
a1rpr0Afhfg,62,False,Lisa from ssg?
a1rpr0Afhfg,63,False,THE FUCK 😟
a1rpr0Afhfg,64,False,This is why soap has instructions
a1rpr0Afhfg,65,False,Everyone thinks it’s weird and nasty but there’s literally millions of smokers in the world that are doing things 100x worse
a1rpr0Afhfg,66,False,Weird so weird she’s going to die at 50
a1rpr0Afhfg,67,False,Better than being addicted to illegal drugs. 😮 so I don’t know
a1rpr0Afhfg,68,False,ho is yhu a washing machine 😂🤏🏽
a1rpr0Afhfg,69,False,I like dove soap
a1rpr0Afhfg,70,False,I used to eat paper as a child the one you use for a cupcake after eating the cupcake a ate the paper
a1rpr0Afhfg,71,False,The fact that the sister cares for her so bad she cries so hard makes me want to cry 🥹
a1rpr0Afhfg,72,False,Daz games needs to react to this if he hadent already
a1rpr0Afhfg,73,False,Professor of mathematics of a major college university
a1rpr0Afhfg,74,False,"Her name is Tempest Williams she is no relationship to Henderson 

She was a specialist for the CDC

She worked for The department of Human Resources and welfare 

She worked for the FDA 

She worked for the sheriffs department 

She is considered armed and dangerous at all times committing acts of biomedical terrorism

Oh from day of time of birth she has always had me terroristically kidnapped hostage taken a type of armed robbery armed embezzlement of retirement not just on consortium but pay has never been seen to begin with nothing ever before not even child support alimony it’s beyond a few billions ago she’s doing it on purpose with a smirk on her face nothing was for her it was my pay for me I’m a toddler newborn she has at gunpoint starving to death has beaten half to death brain bleed from bludegoening by her and 4 other Williams adult grown ass women not elderly not incompetent are in their full right states of their natural minds of how they acted every day of my life of my childhood from day I Ramsey wheeler was strapped into a car seat as a toddler newborn Angel Lewis and never let go of before the same tempest Williams with Erica staten walker opened fire on my babies twins sextuplets from the nursery"
a1rpr0Afhfg,75,False,Bros cleaning her inside body😭
a1rpr0Afhfg,76,False,AYO WTF  WHY  IS  SHE DOING THIS. LIKE  WTF
a1rpr0Afhfg,77,False,2:49 like a drug???
a1rpr0Afhfg,78,False,Why doesn’t she just eat cilantro
a1rpr0Afhfg,79,False,"""you need to stop""
*licks lips*"
a1rpr0Afhfg,80,False,If her mouth washed her mouth out with soap she will ate the whole bar like it's a mukbang
a1rpr0Afhfg,81,False,"No way, that would kill somebody. This is clickbait. I had a friend at a very small amount and it almost killed him. So I have a hard time believing that this person is Ashley eating it all the time"
a1rpr0Afhfg,82,False,Oh my goodness😮
a1rpr0Afhfg,83,False,Yall really believe this that's probably sugar
a1rpr0Afhfg,84,False,How does she not feel like really sick
a1rpr0Afhfg,85,False,And I was scared about a little bit of air freshener on my candy this girl is eating straight poison
a1rpr0Afhfg,86,False,I bet her breath still be stanking
a1rpr0Afhfg,87,False,At least her organs are clean
a1rpr0Afhfg,88,False,Getting edible soap would help her SO MUCH
a1rpr0Afhfg,89,False,POV tide pod challenge
a1rpr0Afhfg,90,False,Omg that’s not good for you don’t do that
a1rpr0Afhfg,91,False,"Eating soap yucky and it can make you have the ruins and stuff. It can make you sick especially eat laundry soap especially the chemicals
I know why do those things because of depression and anxiety"
a1rpr0Afhfg,92,False,"Everyone in this episode seems so kind and understanding. The mom, the sister, roomates and doctor ... even the girl herself. I hope she found help by now and is ok"
a1rpr0Afhfg,93,False,Yum 🫧 🧼
a1rpr0Afhfg,94,False,People make light of situations they haven't experienced pica is a serious condition
a1rpr0Afhfg,95,False,That’s a really stupid thing to do she’s going to kill herself doing that
a1rpr0Afhfg,96,False,what is it its normal i eat it tooo
a1rpr0Afhfg,97,False,"That is not good for you. You can catch diabetic if you do that so don’t do that. 0:31 
Days"
a1rpr0Afhfg,98,False,the doctors “ yeah so she isn’t clean so she can’t bathe” *eats soap* her: “im now clean in the inside!”
a1rpr0Afhfg,99,False,She died 😢 2012
a1rpr0Afhfg,100,False,"My heart goes out to all ""you people"" who can't afford cocaine and pixie sticks."
a1rpr0Afhfg,101,False,Who else watching this foaming at the mouth?
a1rpr0Afhfg,102,False,started eating soap 6 months ago but eat 100 in a year ? okay
a1rpr0Afhfg,103,False,Bro aren't they old enough not to do thia shit smh🤦🏿‍♂️
a1rpr0Afhfg,104,False,Her insides smell good af
a1rpr0Afhfg,105,False,Bro created the newest tipod challenge 💀💀
a1rpr0Afhfg,106,False,1:42 I'm not even kidding I got my mints out and put it to the screen💀
a1rpr0Afhfg,107,False,"What a sweet and resposible sister she has! The fact the sister comes first in action and say that her sister needs a therapist, thats what a good sister or brother do ❤❤"
a1rpr0Afhfg,108,False,"2:23
Island breeze 
and lights down low 
_noone has to know_ 🤫😤🤤

I'm relieved that that psychiatrist let me know this is dangerous"
a1rpr0Afhfg,109,False,Go back to school!  ❤
a1rpr0Afhfg,110,False,It will kill you if u dont stop
a1rpr0Afhfg,111,False,Isit safe 😧
a1rpr0Afhfg,112,False,Can we get some li
a1rpr0Afhfg,113,False,She farts bubbles
a1rpr0Afhfg,114,False,Her sister crying broke my heart :-(
a1rpr0Afhfg,115,False,Soap sounds tasty right now to be honest . Detergent looks tasty
a1rpr0Afhfg,116,False,Omg my addiction is soap I go through 3/4 bars a days
a1rpr0Afhfg,117,False,When she poops that toilet must sparkle 😂
a1rpr0Afhfg,118,False,"I kinda understand, because i really just want to wash my insides and brush it with sponge and everything"
a1rpr0Afhfg,119,False,Nah she know she not posed to be eating allat and knowing that it can hurt her body why eat baby she need help go to children's hospital or something
a1rpr0Afhfg,120,False,I'm Talking  mommy
a1rpr0Afhfg,121,False,Bro one time I eat the Roma soap
a1rpr0Afhfg,122,False,"This is what happens when you have an undeveloped frontal lobe. Something smells nice, therefore you just eat it. Didn't die? Well better continue eating it then."
a1rpr0Afhfg,123,False,2:43 bro yes it’s 2024 but side eyeeee
a1rpr0Afhfg,124,False,You need to stop eating that soap
a1rpr0Afhfg,125,False,Her sister is gorg
a1rpr0Afhfg,126,False,Wow that's crazy
a1rpr0Afhfg,127,False,"Repulsive idiocy, you  will die from that disgusting disorder. Typical college student who gets a degree and is considered smart."
a1rpr0Afhfg,128,False,"yall should respect this gurl-
cause um...
is there any melanie fans here?-"
a1rpr0Afhfg,129,False,Get some help 🙏🏾🥺
a1rpr0Afhfg,130,False,"Wonder if she’s gotten over it, if not she should try soap berries"
a1rpr0Afhfg,131,False,HOPE YOU GUYS KNOW THAT'S  A DRUG AS WELL
a1rpr0Afhfg,132,False,2:45 She was like is this woman human 💀💀😭
a1rpr0Afhfg,133,False,Ok I get it if u buy those cherry dove soap bars they smell good but don’t taste good but that 💀
a1rpr0Afhfg,134,False,No fuckin way this shit is real bro😂😂😂
a1rpr0Afhfg,135,False,That’s crazy bby
a1rpr0Afhfg,136,False,"Oliver: this is not strange addiction, this is normal"
a1rpr0Afhfg,137,False,This Guy is Oliver in FPE.
a1rpr0Afhfg,138,False,"This is not real, I can tell this is not real at all."
a1rpr0Afhfg,139,False,"Interesting how we treat a legitimate medical problem (pica) like it's dirty or sinful. Yeah, she needs medical help. It's often a symptom of an underlying condition. All the extra judgement is unnecessary."
a1rpr0Afhfg,140,False,Girl wtf 😂💀
a1rpr0Afhfg,141,False,Bruhh u ain't supposed to eat it
a1rpr0Afhfg,142,False,Makes me gag 😮
a1rpr0Afhfg,143,False,I love her name
a1rpr0Afhfg,144,False,I bet she got some good breath… (I used to eat Landry powder when I was younger)
a1rpr0Afhfg,145,False,Shes obviously possessed by evil spirits. Aka demons. Aka Nephilim spirits
a1rpr0Afhfg,146,False,"You can love ❤the smell of detergent, it  doesn't mean you gotta eat it too!😮"
a1rpr0Afhfg,147,False,"Was the name “Tempest” taken?
So you had to settle for “Tempestt” 😂"
a1rpr0Afhfg,148,False,not long for this world
a1rpr0Afhfg,149,False,"I developed pica during my second pregnancy I still crave dove soap, Irish spring soap, lady speed stick deodorant I have low iron levels."
a1rpr0Afhfg,150,False,“Paint stripper? Oh thats intense.” She says with no emotion behind her face
a1rpr0Afhfg,151,False,Thats so nasty but u can do better things than that nd its going to make u really sick😮😮😮❤❤❤❤
a1rpr0Afhfg,152,False,"I just started this addiction too, how to stop?"
a1rpr0Afhfg,153,False,"Wouldn’t it be funny if during filming this episode the girl was outside and somebody was driving their car with the window down playing that Melanie Martinez song “now I wish I never spoke, now I gotta wash my mouth out with soap” 😂❤️"
a1rpr0Afhfg,154,False,why is it always black woman who have pica?
a1rpr0Afhfg,155,False,No wtf just NOOO. Why do her parents keep buying it
a1rpr0Afhfg,156,False,Not the laundry detergent smh. I am a soap maker....I understand the bar soap though. Yikes..😮
a1rpr0Afhfg,157,False,When I saw this video it was very weird and I knew it wasn't safe at all there is probably chemicals that are not good for bodies
a1rpr0Afhfg,158,False,You want to determine it and it's not food
a1rpr0Afhfg,159,False,Jasmine is a queen and more mature than her weird sister
a1rpr0Afhfg,160,False,I do not believe this child is eating soap u can not eat it it’s not something u can consume something ur gonna sit around n say mmm I wanna eat soap bs
a1rpr0Afhfg,161,False,I don’t think her room mates or her family were particularly supportive
a1rpr0Afhfg,162,False,"Who are
You"
a1rpr0Afhfg,163,False,😢why are humansso judgmental? People are always judgmental before being understanding!
a1rpr0Afhfg,164,False,Imagine how her breath smells like. Wow🎉
a1rpr0Afhfg,165,False,You're too cute to be doing this no.😢
a1rpr0Afhfg,166,False,She should not eat that stuff because that could make yourself sick and if she is stress out she should take some medication for stress or talk to a doctor for help with stress😮😮😮😮😮😮😮😮
a1rpr0Afhfg,167,False,"I'm not shocked about all these people telling us their addiction, i'm more shocked about how dangerous it is and how she didn't get that sick (or died) doing that for so long !"
a1rpr0Afhfg,168,False,I think that is bad for your health
a1rpr0Afhfg,169,False,I love smelling laundry detergent aswell... but i would never eat it.
a1rpr0Afhfg,170,False,so originally it said she started eating soap 6 months ago now there say she eats more thank a 100 bars every year and when u use the word every year it makes it sounds like multiple years
a1rpr0Afhfg,171,False,I also use to crave burnt matches like I use to chew them
a1rpr0Afhfg,172,False,"I definitely have this same problem. I love to smell Roma,Tide,Gain,Roma, and Foca. But I only like to eat Gain and Tide. I’m really in love with Gain. I love white dirt also. But when I smell gain my mouth starts to water. Like I’m really addicted."
a1rpr0Afhfg,173,False,pls give me her no. or insta or anything to contact her..im addicted to soap too..and i have the same exp she told....pls i need to talk to her
a1rpr0Afhfg,174,False,Poor lady got an iron deficiency she has pica
a1rpr0Afhfg,175,False,"I've eaten food cornstarch (chewing & disposing). However, this is excessive."
a1rpr0Afhfg,176,False,YOOO SHE EATS THE SOAP AFTER WASHING IT ONE HER HANDS YOOO WHAT IF THERE IS POOP ON HER HANDS
a1rpr0Afhfg,177,False,She must be really clean on the inside.
a1rpr0Afhfg,178,False,When she was confessing they were all like 😮😭💀
a1rpr0Afhfg,179,False,"Welp, there's worse addictions than this. Hope she'll be okay"
a1rpr0Afhfg,180,False,Does she not realize laundry detergent has chemicals and it’s toxic .
a1rpr0Afhfg,181,False,Please tell me this is fake I don’t want to be able to think it’s real that’s people and her to are actually eating soap tell me this is fake this is not healthy I hope the best for her
a1rpr0Afhfg,182,False,What the heck !!??? DISGUSTING 🤢 🤮 🤢 🤢 🤮
a1rpr0Afhfg,183,False,That's so unhealthy for her😢
a1rpr0Afhfg,184,False,Seems like a sweet girl. Hope she was able to get help :(
a1rpr0Afhfg,185,False,Her sister is such a smart little girl.  ❤
a1rpr0Afhfg,186,False,And she is still alive damn yall inside is very strong
a1rpr0Afhfg,187,False,The only thing that calms her down is her humour
a1rpr0Afhfg,188,False,She's so lucky to have such a loving family and friendship group ❤ they care about her so much.
a1rpr0Afhfg,189,False,I can't even watch this
a1rpr0Afhfg,190,False,Me about to vomit
a1rpr0Afhfg,191,False,I need to know if she’s still alive 😂
a1rpr0Afhfg,192,False,She may have pica
a1rpr0Afhfg,193,False,1:22 1:22 1:22 1:23 😊😢
a1rpr0Afhfg,194,False,Soap smells nice it would probably taste good 😊 0:41
a1rpr0Afhfg,195,False,"i feel bad, this actually could be a cry for help."
a1rpr0Afhfg,196,False,"Sisters:that’s nasty 
Temmtest:I’ve been dealing with it"
a1rpr0Afhfg,197,False,The way her sister cried
a1rpr0Afhfg,198,False,It's not true she would be dead
a1rpr0Afhfg,199,False,parasites n mineral def
a1rpr0Afhfg,200,False,Why is this age restricted?
a1rpr0Afhfg,201,False,That’s in tense
a1rpr0Afhfg,202,False,Her “friends “ are sh*t
a1rpr0Afhfg,203,False,This a damn lie 💀
a1rpr0Afhfg,204,False,"i think that she has a toxicomania when people’ll fell like euphoria if they eat or sniff soap, glue or petrol"
a1rpr0Afhfg,205,False,"If you weird just say that, hope you get help"
a1rpr0Afhfg,206,False,Fake. They edit this.
a1rpr0Afhfg,207,False,This is going too far now...
a1rpr0Afhfg,208,False,What is the reason for the extra T at the end of her name? What is up with these Afro people with their unnecessarily weird names
a1rpr0Afhfg,209,False,“guess i better wash my mouth out with soap” to a whole different level
a1rpr0Afhfg,210,False,she look like a mouth breather
a1rpr0Afhfg,211,False,The friends and mom r so me.
a1rpr0Afhfg,212,False,taking clean freak to a whole new level
a1rpr0Afhfg,213,False,i do not think thats real sry
a1rpr0Afhfg,214,False,This damn goat eat everything
a1rpr0Afhfg,215,False,"Rich Brain on a video with bbno$ on ""edamame"" is why I am here"
a1rpr0Afhfg,216,False,she is a waste of life.
a1rpr0Afhfg,217,False,She’s a nice girl and speaks well and you can’t tell me she has a dirty mouth
a1rpr0Afhfg,218,False,"I get that eating the detergent helps to smell it longer, since those addicted to inhaling and sniffing, for instance, glue also tend to eat it after the addiction is more severe. However, I'm wondering if there's one more layer to the picture on her drug of choice. Anyone else has a feeling that this is beyond coping with mere 'stress'? The fact that she is trying to clean herself from the inside makes me wonder if this might be due to coping with racism or possible past sexual assault, or both, as Black folks in racist society such as the U.S (she is apparently based in Florida) are double concerned with hygiene due to social bias and historical atrocities committes against Blacks."
a1rpr0Afhfg,219,False,Aint no way this is real.
a1rpr0Afhfg,220,False,how is she still alive...?
a1rpr0Afhfg,221,False,Why don’t they put this warning on Eugenia Cooney videos YouTube ??!
a1rpr0Afhfg,222,False,The same thing is happening to me but I don't know why am doing it
a1rpr0Afhfg,223,False,Wait i love laundry detergent 😂😂
a1rpr0Afhfg,224,False,She better stop before is to late😲
a1rpr0Afhfg,225,False,There is no way she's eating all those laundry detergent and she's still alive? Naaahhhh!
a1rpr0Afhfg,226,False,Ik she can't be honest explaining the flavor profile on the detergant
a1rpr0Afhfg,227,False,Soap by melanie martinez
a1rpr0Afhfg,228,False,Ngl when I ate laundry detergent powder I like it so much especially the taste when you rinsed it out your mouth so I can kinda see why she likes it
a1rpr0Afhfg,229,False,"It’s hard not to eat my soap, my pica is strong at times. I try my hardest not to.😢"
a1rpr0Afhfg,230,False,Why you eat that you eat something else like hamburger 🍔🤤 and your going to die
a1rpr0Afhfg,231,False,Man I feel bad
a1rpr0Afhfg,232,False,"I’m trying not to make this sound like an attack on what she’s doing BUT I’m just wondering if anyone else felt like they were about to be sick to their stomach eating the soap??! I felt especially sick when she was licking the liquid soap from her hands!!!

I mean, I just finished eating dinner right before I started watching this which might have contributed to feeling sick but I have to lay most of the blame on her eating the soap. 🤢🤮"
a1rpr0Afhfg,233,False,Woman eats more than 100 bars a year
a1rpr0Afhfg,234,False,"Yall the truth is soap dont make ya breath smell good,it makes it smell rancid.."
a1rpr0Afhfg,235,False,That’s dangerous you can die pls girl do whatever you want but pls stay safe
a1rpr0Afhfg,236,False,"""I swallowed shampoo, probably gonna die, it smells like fruits, that was a lie [...]"" 🎶🎼🎼🎵"
a1rpr0Afhfg,237,False,America is Strange!
a1rpr0Afhfg,238,False,eww im not in to this but fr how did she eat this if i eat one then ima be like ewwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
a1rpr0Afhfg,239,False,She kisses her mother with that mouth
a1rpr0Afhfg,240,False,Imagine her getting lost at a laundry detergent factory
a1rpr0Afhfg,241,False,I mean hey one thing you can’t say about her is that she’s not clean
a1rpr0Afhfg,242,False,bro when they said she also eats soap
a1rpr0Afhfg,243,False,""" you know the bubbles"" Uhhuh"" ""I eat it"" :)"
a1rpr0Afhfg,244,False,i mean its ok if u just accidently lick soap but eating it 24/7 u could die from it and laundry detergent  u could get seriously sick
a1rpr0Afhfg,245,False,"Sweet, salty, sour, bitter=YUM"
a1rpr0Afhfg,246,False,Women is 19 in college and slowly killing herself with laundry detergent and 20 year old me over here married going to have a baby in one day God I'm so proud of myself
a1rpr0Afhfg,247,False,Months. She said months
a1rpr0Afhfg,248,False,What has this world come to 😃😃
a1rpr0Afhfg,249,False,BIG FAT WOW! Didnt know thay bleach was in there? Well i can tell now that its destorying her brain cells 😅
a1rpr0Afhfg,250,False,I'm hoping by now she stopped!😱
a1rpr0Afhfg,251,False,If she eat so many soap every day why she is still alive? 🤔
a1rpr0Afhfg,252,False,"Just get 
Soap gum"
a1rpr0Afhfg,253,False,"""That's nasty"" 💀"
a1rpr0Afhfg,254,False,"dont listen to anyone, this actually helps you a lot! doctors are fucked up...."
a1rpr0Afhfg,255,False,"me in my mind.    
*suicidal suicidal suicidal suicidal*"
a1rpr0Afhfg,256,False,That lil sister soooo smart wise beyond her time!
a1rpr0Afhfg,257,False,Next: Woman drinks her own period blood and even her creamy vagina discharge cause it turns her on.
a1rpr0Afhfg,258,False,Why does she eat soap. I ate soap when I was like 5 on accident and it tasted gross 💀💀💀
a1rpr0Afhfg,259,False,"If this lady doesn’t stop what she’s doing, she’ll have a literal bubble gut"
a1rpr0Afhfg,260,False,Well I can trust her if she drinks off my straw her mouth clean jk
a1rpr0Afhfg,261,False,I love eating soap too🎉❤
a1rpr0Afhfg,262,False,Mutilating kids suffering from gender dysphoria is worse.  But both situations are sad
a1rpr0Afhfg,263,False,what tiktok does to your brain:
a1rpr0Afhfg,264,False,Can someone send her some natural soaps that wont kill her?
a1rpr0Afhfg,265,False,Eating cleaning powder and detergent is wild
a1rpr0Afhfg,266,False,"Alot of people have this but don't tell anyone i know it sounds crazy but its not good for your physical health though. Its just like people who have all these other additions trying to cope , Hers is soap."
a1rpr0Afhfg,267,False,These mfs is super human like wtf😳
a1rpr0Afhfg,268,False,Her breath shouldnt have ever stinked. She im pretty sure brushed her teeth and she eats soap. im sure her mouth was always smelling fresh
a1rpr0Afhfg,269,False,This just ewww
a1rpr0Afhfg,270,False,Imagine not being able to wash a load of clothes because ur daughter has eaten all the detergent….😅
a1rpr0Afhfg,271,False,I have the same loveseat in my apartment right that the psychiatrist has in her office
a1rpr0Afhfg,272,False,Pica or attention
a1rpr0Afhfg,273,False,It's a very clean addiction hhhhh
a1rpr0Afhfg,274,False,Did anyone else see the girl in the background when she walked up to her door?
a1rpr0Afhfg,275,False,"And if this is real, these are mind control victims"
a1rpr0Afhfg,276,False,3:02 so sad 🥺😢😭😭❤❤❤
a1rpr0Afhfg,277,False,I feel it coming up my throat. Guess I better wash my mouth
a1rpr0Afhfg,278,False,"""im taking to mommy 🤨"" THAT WAS SO FUNNY"
a1rpr0Afhfg,279,False,As a kid I loved rubbing my hands with laundry detergent
a1rpr0Afhfg,280,False,this is just borderline weird. now i know why it’s called ‘my strange addiction’
a1rpr0Afhfg,281,False,Sometimes I like to eat soap suds too😔😶
a1rpr0Afhfg,282,False,I like the smell of soap but I don't eat it oh🫣
a1rpr0Afhfg,283,False,I know her liver is tired of processing soap and laundry detergent every day.
a1rpr0Afhfg,284,False,Honestly I’ve done this before
a1rpr0Afhfg,285,False,At least her breath will never stink? 🫤🤷‍♀️
a1rpr0Afhfg,286,False,I eat soap too but I just told my sister only
a1rpr0Afhfg,287,False,Oh my God if she lives in the time where people melt like literally did curse words and they would have their mouths with soap in them she would be a literal cursing machine
a1rpr0Afhfg,288,False,she made it look like sugar 💀
a1rpr0Afhfg,289,False,Me after watching that one sevensupergirls video
a1rpr0Afhfg,290,False,Y’all I tried it and it was so bad and I thought I was going to die
a1rpr0Afhfg,291,False,I don’t know rather to cry …laugh…go try it …
a1rpr0Afhfg,292,False,Food poisoning x6576656 times?
a1rpr0Afhfg,293,False,she must got the best smelling breath around
a1rpr0Afhfg,294,False,I feel so bad for her😢💔🙏🏾🙏🏾🙏🏾🌹
a1rpr0Afhfg,295,False,"Eats soap bars, then probably sues soap bar manufacturers when she develops health issues.....................
Common sense, what's that ?"
a1rpr0Afhfg,296,False,"Listen, at least she's reaching out for help, to stop the addiction."
a1rpr0Afhfg,297,False,Sweet salty sour bitter and poisoness
a1rpr0Afhfg,298,False,What a r-word.
a1rpr0Afhfg,299,False,Honestly it looks tasty but definitely isn't 😂
a1rpr0Afhfg,300,False,*TIDE POD CHALLENGE END BOSS RIGHT HERE*
Ryq4lLnTmog,1,False,Is she still doing that nowadays seven years later?
Ryq4lLnTmog,2,False,"she looksl like she ate a matress, whole."
Ryq4lLnTmog,3,False,No mayonnaise or butter on her mattress?  😂 she’s definitely tried it
Ryq4lLnTmog,4,False,did she like accidentally bite into her mattress in the middle of the night and said dam this sh!t good
Ryq4lLnTmog,5,False,She makes mattresses stock go up 📈📈📈
Ryq4lLnTmog,6,False,they look so fucking tasty
Ryq4lLnTmog,7,False,"""Viewers should not attemt"" :("
Ryq4lLnTmog,8,False,damn what else she eatin??
Ryq4lLnTmog,9,False,"If your doctor has to ask how often you eat mattress foam, you need to re-evaluate your life."
Ryq4lLnTmog,10,False,I’m Addicted to eating BEDS
Ryq4lLnTmog,11,False,this lady is the reason tape comes with a warning
Ryq4lLnTmog,12,False,one question what the fucc
Ryq4lLnTmog,13,False,this has gotta be bullshit
Ryq4lLnTmog,14,False,Me seeing the warning:now why the fuck would I eat a mattres
Ryq4lLnTmog,15,False,she was so pretty when she was younger tho Idk what happened
Ryq4lLnTmog,16,False,Bed shops must dread seeing her 😂😂
Ryq4lLnTmog,17,False,damn she must be eating pretty thick mattresses.
Ryq4lLnTmog,18,False,"Idk if this is a strange addiction but I eat bugs/spiders

I dont eat Ladybugs though..."
Ryq4lLnTmog,19,False,Ok but is it good tho?
Ryq4lLnTmog,20,False,The reason why I’m not eating my own mattress is because I ate my mattress already” Sentence I thought I’d never hear.
Ryq4lLnTmog,21,False,*I shouldn’t be watching this while eating my Frosted Flakes cereals...*
Ryq4lLnTmog,22,False,"I searched ""I am addicted to my bed"" and I got this. 🤣😂"
Ryq4lLnTmog,23,False,"Kid be like: Mommy please stop eating my bed :O
The mom: I need to."
Ryq4lLnTmog,24,False,Oh wow is the sponge not gonna go in her lungs or some?
Ryq4lLnTmog,25,False,k but what is she doing know does anyone know how she looksnow
Ryq4lLnTmog,26,False,"The doctor looks so puzzled 🤨 😂😂😉
She ate a car seat 😂😂😂😂"
Ryq4lLnTmog,27,False,I have a condition called “notaweirdo syndrome”. It’s where I don’t have weird addictions and I don’t eat weird crap like mattresses
Ryq4lLnTmog,28,False,"guys she just eats it straight up, i eat mine with syrup"
Ryq4lLnTmog,29,False,Here from the ytp
Ryq4lLnTmog,30,False,"Guys, she's not a mattress! 





she's too big to be one❤️"
Ryq4lLnTmog,31,False,When there’s nothing to  eat in the house
Ryq4lLnTmog,32,False,Hey Jason I know your name
Ryq4lLnTmog,33,False,I'm sorry for addiction but I couldn't stop laughing 🤣
Ryq4lLnTmog,34,False,What is this planet
Ryq4lLnTmog,35,False,"I'm  amazed that people with ridiculously unhealthy habits  always seem to have such glowing clear skin? While I do everything to be healthy and STILL have ""hormonal"" (so says my dermatologist) acne and rosacea? It's really not fair!"
Ryq4lLnTmog,36,False,I never knew this was possible-
Ryq4lLnTmog,37,False,no wonder she's bigger than my Lightning McQueen bed
Ryq4lLnTmog,38,False,i'm at school with a lunchbox and inside there is bed material
Ryq4lLnTmog,39,False,She became the mattress
Ryq4lLnTmog,40,False,Bro what the heck
Ryq4lLnTmog,41,False,What the hell what are people. Doing these years
Ryq4lLnTmog,42,False,Bed bugs are the extra crispy topping...
Ryq4lLnTmog,43,False,Wtf i thouth it was fake and a joke but wtf this is fake imagine  somebody just eating a bed imagine
Ryq4lLnTmog,44,False,I THINK IM ADDICTED TO ICE AND CHEESE I LOVE ICE BC THE NICE crunch and the cheese is nice and soft so YEA
Ryq4lLnTmog,45,False,"Who is watching this in 2020?

👇"
Ryq4lLnTmog,46,False,No no no this is not right kill me just kill me
Ryq4lLnTmog,47,False,"First of all,i thought it was cheese :-:"
Ryq4lLnTmog,48,False,how does she shit
Ryq4lLnTmog,49,False,OK but does she swallow them??
Ryq4lLnTmog,50,False,she might turn into a matress
Ryq4lLnTmog,51,False,Now that’s breakfast in bed
Ryq4lLnTmog,52,False,2.23...she's holding up her Matress...🤣
Ryq4lLnTmog,53,False,Dam BOO you ate more than 1 matress..ur bloated with all that foam..😂
Ryq4lLnTmog,54,False,Explains why she is so fat
Ryq4lLnTmog,55,False,You know what I wonder now where she sleep she fat🤣🤣🤣🤣🤣🤣
Ryq4lLnTmog,56,False,Would you like some bed with extra bed bugs?
Ryq4lLnTmog,57,False,okay wait like wtf
Ryq4lLnTmog,58,False,You don’t want to wake and see her eating your bed
Ryq4lLnTmog,59,False,Okay but why is her skin so perfect?
Ryq4lLnTmog,60,False,imagine have a fun time with her and she eatin’ your mattress.🥳🤪
Ryq4lLnTmog,61,False,She said the reason why I’m eating my moms mattress cause I already ate mine 😂😂I felt that
Ryq4lLnTmog,62,False,"If u eat your beds they might have roachs
Also u have no bed

Edit:This might be unusual..."
Ryq4lLnTmog,63,False,How can you even eat a bed doe??
Ryq4lLnTmog,64,False,Polt twist: the mattress was actually some marshmallows.
